6678 75384
1800 rules 1
1801 renders 1
1802 blessings 2
1803 curses 5
1804 fairer 3
1805 patient 10
1806 leisure 6
1807 despair 2
1808 alive 8
1809 provoked 2
1810 slanderous 1
1811 laid 9
1812 guilt 3
1813 guiltless 2
1814 shoulders 2
1815 unfit 2
1816 hell 9
1817 endure 1
1818 beauty 12
1819 wreck 6
1820 blemish 2
1821 cheered 1
1822 revenged 4
1823 loveth 1
1824 just 8
1825 reasonable 2
1826 plantagenet 7
1827 tush 4
1828 kill 27
1829 deaths 2
1830 accessary 1
1831 knew 7
1832 ring 3
1833 encompasseth 1
1834 encloseth 1
1835 suppliant 2
1836 confirm 3
1837 happiness 6
1838 white-friars 1
1839 coining 1
1840 humour 7
1841 extremest 2
1842 mouth 7
1843 bleeding 1
1844 witness 7
1845 hatred 4
1846 conscience 5
1847 bars 1
1848 suit 9
1849 devil 10
1850 dissembling 2
1851 win 5
1852 prince 45
1853 months 3
1854 angry 5
1855 mood 1
1856 tewksbury 3
1857 sweeter 4
1858 framed 1
1859 prodigality 1
1860 young 39
1861 wise 6
1862 spacious 1
1863 afford 2
1864 debase 3
1865 cropp 2
1866 golden 11
1867 prime 2
1868 woful 4
1869 bed 24
1870 equals 1
1871 moiety 3
1872 halt 1
1873 unshapen 1
1874 dukedom 2
1875 beggarly 2
1876 denier 1
1877 mistake 3
1878 while 26
1879 finds 6
1880 marvellous 1
1881 looking-glass 1
1882 entertain 2
1883 score 2
1884 tailors 1
1885 study 3
1886 fashions 1
1887 adorn 1
1888 crept 2
1889 maintain 2
1890 cost 2
1891 yon 3
1892 lamenting 1
1893 shine 2
1894 bought 1
1895 glass 8
1896 shadow 4
1897 grey 13
1898 buckingham 46
1899 derby 5
1900 queen 89
1901 elizabeth 21
1902 health 6
1903 confer 1
1904 honesty 9
1905 injured 1
1906 wrong 16
1907 faction 2
1908 preserve 1
1909 quiet 7
1910 breathing-while 1
1911 lewd 1
1912 complaints 1
1913 marry 19
1914 bachelor 2
1915 handsome 1
1916 stripling 1
1917 wis 1
1918 grandam 3
1919 worser 2
1920 threat 1
1921 telling 1
1922 spare 3
1923 avouch 3
1924 presence 8
1925 adventure 4
1926 sent 15
1927 pains 6
1928 quite 9
1929 margaret 34
1930 enjoys 1
1931 thereof 4
1932 altogether 1
1933 joyless 1
1934 longer 6
1935 wrangling 2
1936 pirates 1
1937 sharing 1
1938 pill 2
1939 trembles 1
1940 subjects 9
1941 deposed 5
1942 quake 1
1943 rebels 2
1944 villain 13
1945 innocent 7
1946 rivers 12
1947 tyrants 1
1948 wept 4
1949 reported 1
1950 dorset 8
1951 prophesied 1
1952 revenge 9
1953 snarling 1
1954 catch 4
1955 york 86
1956 dread 2
1957 curse 6
1958 lovely 1
1959 kingdom 8
1960 loss 16
1961 banishment 6
1962 peevish 1
1963 brat 2
1964 quick 2
1965 surfeit 3
1966 murder 7
1967 wales 2
1968 youth 8
1969 violence 2
1970 outlive 1
1971 glory 7
1972 mayst 9
1973 wail 2
1974 children 14
1975 deck 2
1976 rights 2
1977 stall 1
1978 days 16
1979 lengthen 3
1980 hours 10
1981 grief 16
1982 england 21
1983 standers 1
1984 wast 7
1985 daggers 1
1986 natural 4
1987 unlook 2
1988 accident 3
1989 bitter 9
1990 names 3
1991 foul 15
1992 moved 4
1993 taught 3
1994 duty 11
1995 marquess 1
1996 malapert 1
1997 fire-new 1
1998 blasts 3
1999 dash 4
2000 uncharitably 1
2001 dealt 1
2002 shamefully 1
2003 hopes 3
2004 butcher 5
2005 outrage 1
2006 sorrow 27
2007 christian-like 1
2008 conclusion 3
2009 scathe 1
2010 catesby 19
2011 murderer 22
2012 prate 1
2013 talkers 1
2014 doers 2
2015 assured 2
2016 tongues 2
2017 drop 7
2018 millstones 1
2019 lads 3
2020 heavily 1
2021 today 1
2022 sights 3
2023 ghastly 1
2024 dreams 3
2025 christian 6
2026 faithful 4
2027 spend 3
2028 dismal 4
2029 dream 6
2030 methought 3
2031 strive 5
2032 yield 16
2033 envious 5
2034 kept 4
2035 seek 15
2036 empty 7
2037 vast 1
2038 wandering 5
2039 smother 3
2040 bulk 2
2041 burst 4
2042 belch 1
2043 began 4
2044 tempest 5
2045 melancholy 3
2046 ferryman 1
2047 poets 1
2048 write 3
2049 stranger 2
2050 father-in-law 1
2051 warwick 74
2052 cried 6
2053 aloud 2
2054 scourge 1
2055 perjury 1
2056 vanish 1
2057 angel 3
2058 bright 4
2059 hair 2
2060 dabbled 1
2061 squeak 1
2062 'clarence 1
2063 fleeting 1
2064 perjured 1
2065 furies 1
2066 torments 1
2067 methoughts 1
2068 legion 1
2069 fiends 1
2070 environ 1
2071 howled 1
2072 hideous 2
2073 trembling 4
2074 terrible 2
2075 impression 1
2076 commanded 7
2077 meant 5
2078 hereby 1
2079 because 10
2080 meaning 8
2081 keys 4
2082 asleep 2
2083 signify 2
2084 resign 7
2085 stab 1
2086 sleeps 1
2087 urging 1
2088 'judgment 1
2089 remorse 3
2090 feel 13
2091 'faith 2
2092 dregs 1
2093 few 5
2094 tut 4
2095 strong-framed 1
2096 warrant 11
2097 excellent 2
2098 sop 1
2099 stirs 3
2100 keeper 11
2101 cup 5
2102 wine 4
2103 anon 7
2104 darkly 2
2105 deadly 8
2106 menace 1
2107 wherefore 9
2108 slay 2
2109 offence 10
2110 evidence 1
2111 quest 1
2112 verdict 1
2113 frowning 1
2114 pronounced 2
2115 sentence 5
2116 convict 1
2117 law 18
2118 threaten 3
2119 unlawful 1
2120 redemption 2
2121 christ 4
2122 shed 6
2123 grievous 3
2124 sins 4
2125 depart 4
2126 deed 9
2127 undertake 4
2128 damnable 1
2129 alas 19
2130 sake 8
2131 sirs 2
2132 sends 2
2133 deep 8
2134 publicly 1
2135 powerful 3
2136 indirect 1
2137 lawless 1
2138 offended 2
2139 minister 2
2140 gallant-springing 1
2141 princely 13
2142 novice 1
2143 deceived 5
2144 hates 2
2145 snow 4
2146 harvest 1
2147 deceivest 1
2148 hugg 2
2149 swore 5
2150 sobs 1
2151 labour 8
2152 delivery 2
2153 relent 1
2154 womanish 1
2155 mean'st 1
2156 help'st 1
2157 slack 3
2158 hide 7
2159 hole 2
2160 until 5
2161 order 8
2162 burial 1
2163 interchange 1
2164 protest 2
2165 unviolable 1
2166 iv 31
2167 league 3
2168 embracements 1
2169 allies 1
2170 unity 3
2171 blessed 5
2172 sovereign 21
2173 liege 14
2174 amongst 4
2175 heap 3
2176 intelligence 1
2177 surmise 1
2178 unwittingly 1
2179 aught 6
2180 committed 3
2181 reconcile 3
2182 enmity 3
2183 entreat 9
2184 purchase 2
2185 duteous 1
2186 grudge 2
2187 lodged 1
2188 desert 1
2189 dukes 4
2190 earls 2
2191 englishman 1
2192 odds 3
2193 infant 3
2194 born 13
2195 to-night 8
2196 offer 4
2197 bouted 1
2198 injury 2
2199 scorn 3
2200 died 6
2201 winged 2
2202 mercury 2
2203 tardy 1
2204 cripple 1
2205 bore 2
2206 countermand 3
2207 lag 1
2208 buried 4
2209 loyal 2
2210 nearer 2
2211 thoughts 15
2212 suspicion 3
2213 demand'st 1
2214 punishment 2
2215 sued 1
2216 kneel 7
2217 feet 4
2218 bade 4
2219 advised 3
2220 spake 10
2221 brotherhood 2
2222 forsake 1
2223 oxford 13
2224 rescued 1
2225 'dear 1
2226 frozen 2
2227 lap 2
2228 thin 2
2229 naked 3
2230 numb 1
2231 cold 11
2232 remembrance 2
2233 brutish 2
2234 sinfully 1
2235 carters 1
2236 waiting-vassals 1
2237 drunken 4
2238 defaced 2
2239 precious 7
2240 image 5
2241 redeemer 1
2242 knees 4
2243 unjustly 3
2244 ungracious 1
2245 proudest 3
2246 beholding 3
2247 plead 5
2248 justice 11
2249 yours 16
2250 closet 1
2251 oh 1
2252 girl 8
2253 wretches 1
2254 orphans 1
2255 castaways 1
2256 uncle 14
2257 devised 1
2258 impeachments 1
2259 imprison 1
2260 kindly 3
2261 kiss 17
2262 cheek 8
2263 rely 1
2264 dearly 3
2265 duchess 23
2266 ah 22
2267 interest 3
2268 title 11
2269 bewept 1
2270 lived 4
2271 looking 2
2272 images 1
2273 mirrors 1
2274 semblance 1
2275 malignant 2
2276 comfort 22
2277 grieves 1
2278 snatch 1
2279 crutches 2
2280 feeble 1
2281 overgo 1
2282 plaints 3
2283 drown 3
2284 fatherless 1
2285 distress 1
2286 unmoan 1
2287 widow-dolour 1
2288 likewise 3
2289 unwept 1
2290 stays 2
2291 bethink 4
2292 careful 1
2293 crown 43
2294 desperate 8
2295 plant 5
2296 joys 3
2297 living 8
2298 post 6
2299 ludlow 2
2300 censures 2
2301 weighty 2
2302 harts 1
2303 consistory 1
2304 oracle 7
2305 prophet 3
2306 direction 2
2307 neighbour 5
2308 fast 6
2309 troublous 1
2310 wot 1
2311 famously 1
2312 enrich'd 1
2313 politic 1
2314 uncles 3
2315 protect 1
2316 cloaks 1
2317 winter 4
2318 sets 2
2319 storms 2
2320 expect 3
2321 dearth 2
2322 sort 7
2323 justices 1
2324 object 2
2325 wretched'st 1
2326 a-growing 1
2327 leisurely 1
2328 pretty 10
2329 fares 3
2330 pomfret 2
2331 thomas 13
2332 vaughan 2
2333 prisoners 1
2334 sanctuary 6
2335 along 10
2336 crosses 2
2337 tedious 4
2338 wearisome 1
2339 heavy 14
2340 want 4
2341 mayor 12
2342 london 8
2343 slug 1
2344 whether 7
2345 sweating 1
2346 cardinal 1
2347 weak 5
2348 oratory 1
2349 obdurate 1
2350 mild 4
2351 entreaties 1
2352 infringe 2
2353 privilege 3
2354 guilty 4
2355 senseless 2
2356 obstinate 1
2357 ceremonious 2
2358 traditional 1
2359 grossness 1
2360 seizing 1
2361 always 5
2362 dealings 1
2363 charter 1
2364 record 3
2365 register 1
2366 methinks 10
2367 retail 2
2368 posterity 2
2369 all-ending 1
2370 characters 1
2371 formal 2
2372 vice 7
2373 iniquity 1
2374 moralize 1
2375 meanings 1
2376 weapon 4
2377 cross 7
2378 thinking 1
2379 subtle 2
2380 taunt 1
2381 opprobriously 1
2382 affected 2
2383 summon 2
2384 coronation 2
2385 tractable 1
2386 encourage 1
2387 reasons 1
2388 leaden 1
2389 icy-cold 1
2390 unwilling 2
2391 notice 3
2392 inclination 2
2393 divided 4
2394 councils 1
2395 highly 1
2396 employ 5
2397 complots 1
2398 misplaced 1
2399 canst 14
2400 vile 6
2401 unprepared 1
2402 monstrous 4
2403 falls 3
2404 know'st 7
2405 richard 115
2406 princes 6
2407 bridge 1
2408 secure 1
2409 triumphant 2
2410 stanley 13
2411 rode 1
2412 jocund 1
2413 supposed 5
2414 mistrust 2
2415 o'ercast 1
2416 stag 1
2417 rancour 1
2418 misdoubt 1
2419 prove 15
2420 needless 2
2421 toward 6
2422 spent 4
2423 accused 2
2424 hats 1
2425 goes 12
2426 pursuivant 2
2427 john 14
2428 debt 3
2429 next 10
2430 sabbath 1
2431 wait 3
2432 ratcliff 7
2433 limit 3
2434 fall'n 1
2435 remember 14
2436 prayers 6
2437 sister 17
2438 sons 13
2439 satisfied 9
2440 spilt 1
2441 protector 6
2442 herein 3
2443 inward 1
2444 bishop 5
2445 ely 2
2446 cousins 2
2447 sleeper 1
2448 absence 3
2449 neglect 3
2450 designs 3
2451 concluded 1
2452 cue 1
2453 william 3
2454 crowning 1
2455 sounded 3
2456 testy 1
2457 hot 6
2458 consent 7
2459 worshipful 2
2460 terms 2
2461 royalty 2
2462 likelihood 1
2463 dinner 4
2464 short 5
2465 shrift 5
2466 longs 3
2467 lovel 3
2468 bootless 2
2469 exclaim 1
2470 brings 5
2471 o'erlook 1
2472 plainest 1
2473 harmless 1
2474 creature 3
2475 breathed 3
2476 earth 28
2477 book 10
2478 recorded 2
2479 history 2
2480 secret 5
2481 smooth 2
2482 daub 1
2483 omitted 1
2484 conversation 1
2485 shore 4
2486 attainder 1
2487 suspect 3
2488 befall 3
2489 proceeded 1
2490 warn 1
2491 traitors 5
2492 attempts 1
2493 lord-ship 1
2494 carping 1
2495 thrive 4
2496 baynard 1
2497 castle 7
2498 accompanied 1
2499 reverend 3
2500 fathers 4
2501 well-learned 1
2502 bishops 1
2503 dumb 1
2504 statues 1
2505 breathing 5
2506 gazed 2
2507 reprehended 1
2508 wilful 2
2509 silence 6
2510 recorder 1
2511 urged 4
2512 tale 9
2513 'thus 1
2514 saith 1
2515 inferr 1
2516 followers 7
2517 lower 3
2518 hall 1
2519 hurl 1
2520 caps 1
2521 'god 1
2522 'thanks 1
2523 quoth 10
2524 'this 1
2525 loving 12
2526 shout 1
2527 argues 2
2528 wisdoms 1
2529 brake 1
2530 tongueless 1
2531 blocks 2
2532 knocks 2
2533 dance 6
2534 attendance 1
2535 servant 22
2536 says 17
2537 divinely 1
2538 bent 2
2539 meditation 1
2540 worldly 1
2541 clergymen 1
2542 pleaseth 1
2543 ungovern 1
2544 isle 3
2545 disgracious 2
2546 reprehend 1
2547 seat 5
2548 majestical 1
2549 scepter 1
2550 ancestors 2
2551 due 3
2552 birth 5
2553 lineal 1
2554 corruption 4
2555 blemished 1
2556 stock 2
2557 mildness 1
2558 sleepy 1
2559 waken 1
2560 infamy 1
2561 graft 1
2562 ignoble 1
2563 shoulder 3
2564 swallowing 1
2565 blind 4
2566 forgetfulness 1
2567 oblivion 1
2568 recure 1
2569 solicit 2
2570 kingly 5
2571 government 1
2572 steward 1
2573 substitute 3
2574 lowly 3
2575 factor 1
2576 successively 1
2577 empery 1
2578 consorted 2
2579 vehement 2
2580 instigation 1
2581 amiss 3
2582 refuse 3
2583 zeal 1
2584 loath 3
2585 depose 2
2586 tenderness 2
2587 effeminate 2
2588 noted 3
2589 kin 2
2590 egally 1
2591 estates 1
2592 accept 4
2593 reign 8
2594 disgrace 3
2595 downfall 2
2596 you. 1
2597 'zounds 2
2598 rue 1
2599 salute 1
2600 joyfully 1
2601 task 2
2602 meets 1
2603 niece 1
2604 aunt 3
2605 pure 5
2606 tender 13
2607 suffer 7
2608 charged 3
2609 contrary 5
2610 destruction 2
2611 dog 4
2612 heels 2
2613 ominous 2
2614 outstrip 1
2615 seas 6
2616 richmond 15
2617 reach 2
2618 hie 3
2619 slaughter-house 2
2620 thrall 2
2621 counted 1
2622 unwillingness 1
2623 inclusive 1
2624 verge 2
2625 metal 3
2626 round 3
2627 brow 5
2628 red-hot 1
2629 steel 5
2630 sear 2
2631 brain 4
2632 anointed 3
2633 issued 3
2634 weeping 6
2635 'be 1
2636 accursed 5
2637 wed'st 1
2638 haunt 1
2639 mad 16
2640 repeat 1
2641 space 1
2642 grossly 1
2643 grew 4
2644 captive 2
2645 honey 1
2646 subject 9
2647 enjoy 4
2648 dew 3
2649 timorous 2
2650 rid 5
2651 takest 2
2652 pity 10
2653 babes 1
2654 immured 1
2655 cradle 2
2656 ones 4
2657 rude 3
2658 ragged 2
2659 sullen 2
2660 playfellow 1
2661 babies 1
2662 foolish 5
2663 iii 45
2664 advice 4
2665 assistance 1
2666 seated 2
2667 rejoice 3
2668 gold 9
2669 pause 4
2670 positively 1
2671 resolve 4
2672 immediately 2
2673 page 4
2674 tyrrel 7
2675 partly 1
2676 deep-revolving 1
2677 witty 3
2678 untired 1
2679 stops 2
2680 james 1
2681 obedient 3
2682 enemies 2
2683 gift 4
2684 pawn 6
2685 earldom 3
2686 hereford 10
2687 moveables 1
2688 promised 6
2689 possess 4
2690 exeter 7
2691 courtesy 3
2692 rougemont 1
2693 started 1
2694 bard 1
2695 ireland 2
2696 o'clock 2
2697 stroke 2
2698 supper 5
2699 process 2
2700 meantime 2
2701 inheritor 1
2702 close 5
2703 meanly 1
2704 marriage 18
2705 abraham 2
2706 bosom 8
2707 breton 2
2708 aims 3
2709 knot 2
2710 proudly 1
2711 jolly 2
2712 thriving 1
2713 wooer 2
2714 hover 1
2715 dimm 1
2716 morn 1
2717 aged 2
2718 sight 9
2719 woe 11
2720 usurp 7
2721 abstract 1
2722 unrest 1
2723 unlawfully 1
2724 drunk 6
2725 innocents 1
2726 didst 11
2727 rutland 5
2728 holp'st 1
2729 windy 1
2730 attorneys 2
2731 client 1
2732 woes 2
2733 airy 2
2734 succeeders 2
2735 intestate 1
2736 orators 1
2737 miseries 1
2738 scope 5
2739 impart 1
2740 tongue-tied 1
2741 damned 1
2742 copious 1
2743 exclaims 2
2744 intercepted 1
2745 strangling 1
2746 womb 5
2747 slaughters 1
2748 hidest 1
2749 graven 1
2750 owed 1
2751 dire 4
2752 brothers 8
2753 haste 11
2754 hasty 3
2755 anguish 2
2756 pain 6
2757 agony 2
2758 humphrey 1
2759 breakfast 1
2760 safest 1
2761 unavoided 1
2762 enterprise 2
2763 success 7
2764 intend 6
2765 advancement 1
2766 acquainted 3
2767 mock 7
2768 unless 13
2769 shape 1
2770 amended 1
2771 deal 2
2772 unadvisedly 1
2773 sometimes 3
2774 amends 3
2775 issue 8
2776 quicken 2
2777 beget 1
2778 doting 1
2779 step 3
2780 mettle 1
2781 groans 3
2782 endured 3
2783 steps 4
2784 foreign 2
2785 soil 1
2786 alliance 1
2787 promotions 1
2788 dignity 1
2789 calls 7
2790 beauteous 4
2791 familiarly 1
2792 ruins 1
2793 distressful 1
2794 double 4
2795 riches 2
2796 liquid 1
2797 transform 1
2798 orient 1
2799 pearl 3
2800 advantaging 1
2801 loan 1
2802 bashful 2
2803 experience 1
2804 prepare 7
2805 aspiring 1
2806 flame 1
2807 sovereignty 3
2808 acquaint 2
2809 princess 4
2810 chastised 1
2811 petty 1
2812 rebel 2
2813 dull-brain 1
2814 bound 7
2815 garlands 2
2816 lead 6
2817 conqueror 1
2818 conquest 1
2819 sole 2
2820 victress 1
2821 caesar 2
2822 heart-strings 1
2823 george 10
2824 profaned 1
2825 garter 1
2826 knightly 2
2827 disgraced 1
2828 something 12
2829 believed 2
2830 wrongs 8
2831 misusest 1
2832 broken 7
2833 imperial 2
2834 circling 1
2835 graced 2
2836 temples 2
2837 playfellows 1
2838 dust 1
2839 prey 3
2840 worms 2
2841 prosper 1
2842 attempt 3
2843 hostile 1
2844 bar 1
2845 opposite 2
2846 planets 1
2847 luck 1
2848 proceedings 2
2849 immaculate 2
2850 devotion 3
2851 consists 1
2852 desolation 1
2853 ruin 3
2854 decay 1
2855 avoided 3
2856 attorney 1
2857 deserts 1
2858 peevish-fond 1
2859 bury 2
2860 nest 1
2861 spicery 1
2862 breed 2
2863 selves 1
2864 recomforture 1
2865 relenting 1
2866 shallow 2
2867 changing 2
2868 salisbury 1
2869 comest 4
2870 thither 7
2871 unmindful 1
2872 stand'st 1
2873 go'st 2
2874 hoyday 1
2875 riddle 1
2876 sink 5
2877 white-liver 1
2878 runagate 1
2879 chair 5
2880 unsway 1
2881 empire 1
2882 unpossess 1
2883 north 2
2884 firm 2
2885 assurance 4
2886 frail 2
2887 floods 1
2888 waters 2
2889 army 5
2890 dispersed 3
2891 wander 2
2892 purse 4
2893 blow 11
2894 well-advised 1
2895 proclaim'd 1
2896 reward 2
2897 fourth 1
2898 marquis 1
2899 yorkshire 2
2900 navy 1
2901 boat 1
2902 banks 1
2903 assistants 1
2904 yea 10
2905 party 3
2906 mistrusting 1
2907 hoisted 1
2908 brittany 2
2909 christopher 1
2910 sty 1
2911 boar 2
2912 frank 1
2913 revolt 1
2914 withholds 1
2915 resort 2
2916 blunt 5
2917 greatest 3
2918 shrink 1
2919 norfolk 15
2920 track 1
2921 car 2
2922 signal 2
2923 brandon 2
2924 standard 1
2925 ink 1
2926 form 6
2927 model 1
2928 leader 2
2929 proportion 1
2930 small 4
2931 walter 1
2932 herbert 1
2933 earl 12
2934 pembroke 1
2935 keeps 5
2936 regiment 1
2937 captain 3
2938 saw'st 2
2939 northumberland 28
2940 ghosts 1
2941 trained 1
2942 sky 5
2943 lour 2
2944 dewy 1
2945 frowns 3
2946 sadly 2
2947 vaunts 1
2948 bustle 2
2949 caparison 2
2950 ordered 2
2951 foreward 1
2952 length 1
2953 consisting 1
2954 equally 1
2955 archers 1
2956 placed 1
2957 midst 3
2958 surrey 2
2959 leading 1
2960 directed 2
2961 main 1
2962 puissance 1
2963 boot 1
2964 think'st 4
2965 marsh 1
2966 enacts 1
2967 wonders 2
2968 daring 1
2969 danger 6
2970 seeking 3
2971 inter 1
2972 bodies 2
2973 births 2
2974 proclaim 7
2975 submission 3
2976 ta'en 4
2977 sacrament 1
2978 unite 1
2979 white 5
2980 rose 2
2981 red 3
2982 conjunction 1
2983 hears 3
2984 blindly 1
2985 rashly 1
2986 compell 1
2987 sire 2
2988 division 1
2989 conjoin 1
2990 heirs 4
2991 enrich 2
2992 smooth-faced 1
2993 smiling 1
2994 plenty 1
2995 abate 1
2996 edge 2
2997 reduce 1
2998 streams 1
2999 treason 4
3000 wound 3
3001 civil 3
3002 ii 32
3003 gaunt 13
3004 time-honour 1
3005 band 2
3006 boisterous 2
3007 appeal 2
3008 mowbray 10
3009 bolingbroke 40
3010 befal 1
3011 misbegotten 1
3012 appellant 1
3013 greeting 4
3014 miscreant 1
3015 crystal 1
3016 uglier 1
3017 aggravate 1
3018 note 7
3019 stuff 5
3020 gently 2
3021 knighthood 1
3022 chivalrous 1
3023 design 2
3024 mount 2
3025 deaf 3
3026 slander 5
3027 liar 1
3028 throw 8
3029 gage 2
3030 woodstock 1
3031 stir 8
3032 correction 1
3033 lieth 1
3034 correct 1
3035 rain 1
3036 vengeance 6
3037 offenders 1
3038 goest 1
3039 coventry 2
3040 spear 1
3041 misfortune 1
3042 miss 1
3043 career 2
3044 foaming 2
3045 courser 1
3046 rider 1
3047 headlong 2
3048 lists 4
3049 caitiff 3
3050 recreant 1
3051 companion 1
3052 boundeth 1
3053 hollowness 1
3054 begun 3
3055 seemeth 1
3056 edmund 1
3057 speed 8
3058 plashy 1
3059 alack 7
3060 lodgings 1
3061 unfurnish 2
3062 unpeopled 1
3063 offices 3
3064 untrodden 1
3065 dwells 2
3066 desolate 2
3067 aumerle 18
3068 marshal 5
3069 knight 3
3070 defend 3
3071 harry 5
3072 daring-hardy 1
3073 except 2
3074 officers 2
3075 direct 2
3076 vow 11
3077 pilgrimage 3
3078 descend 2
3079 fold 1
3080 securely 2
3081 espy 1
3082 couched 1
3083 helmets 1
3084 spears 1
3085 chairs 1
3086 decree 2
3087 near 11
3088 list 5
3089 council 1
3090 soil'd 1
3091 fostered 1
3092 eagle-winged 1
3093 sky-aspiring 1
3094 rival-hating 1
3095 wake 3
3096 draws 2
3097 roused 1
3098 untuned 1
3099 resounding 1
3100 dreadful 5
3101 bray 1
3102 grating 1
3103 shock 1
3104 wrathful 1
3105 iron 4
3106 confines 1
3107 wade 1
3108 kindred 3
3109 twice 7
3110 summers 2
3111 fields 1
3112 regreet 2
3113 dominions 1
3114 paths 1
3115 highness 11
3116 merit 3
3117 maim 1
3118 language 4
3119 native 2
3120 english 3
3121 forego 2
3122 unstringed 1
3123 viol 1
3124 instrument 3
3125 cased 1
3126 harmony 2
3127 engaol 1
3128 doubly 2
3129 portcullis 1
3130 unfeeling 1
3131 gaoler 3
3132 fawn 2
3133 speechless 1
3134 robs 1
3135 administer 1
3136 embrace 6
3137 louring 1
3138 home-bred 1
3139 contrive 2
3140 complot 1
3141 whereto 1
3142 party-verdict 1
3143 seem'st 1
3144 hoard 1
3145 return'st 1
3146 travel 1
3147 pleasure 6
3148 miscall 1
3149 inforced 1
3150 esteem 3
3151 foil 2
3152 jewel 3
3153 north-east 1
3154 blew 1
3155 bitterly 3
3156 awaked 1
3157 sleeping 3
3158 rheum 1
3159 hollow 4
3160 parting 4
3161 tear 3
3162 bushy 4
3163 vex 1
3164 vain 2
3165 is't 15
3166 sick 7
3167 nicely 1
3168 ill. 1
3169 death-bed 2
3170 liest 6
3171 reputation 3
3172 careless 2
3173 commit'st 1
3174 physicians 1
3175 flatterers 3
3176 compass 1
3177 bigger 1
3178 incaged 1
3179 waste 4
3180 whit 1
3181 grandsire 4
3182 deposing 1
3183 regent 1
3184 lease 1
3185 enjoying 2
